geoid,2000_2006,2007_2024,2010_2015
120990076181,1,4,1
120990077051,0,0,0
120990077052,0,3,1
120990077101,0,1,0
120990077102,0,2,0
120990077131,0,3,0
120990077132,0,2,0
120990077161,0,3,0
120990077162,0,0,0
120990077163,0,4,1
120990077231,0,,
120990077241,0,0,0
120990077242,0,1,0
120990077244,,0,
120990077252,0,2,0
120990077253,,0,
120990077254,,0,
120990077301,,0,
120990077302,,0,
120990077303,0,0,0
120990077304,,0,
120990077311,0,0,
120990077312,,1,0
120990077313,0,5,0
120990077321,0,2,0
120990077322,,1,
120990077332,,1,
120990077341,0,0,0
120990077342,,0,0
120990077351,0,1,
120990077361,0,1,0
120990077381,0,1,
120990077401,0,1,0
120990077402,0,2,1
120990077403,1,,
120990077412,0,1,0
120990077421,,0,
120990077423,,0,
120990077441,,1,
120990077442,0,2,0
120990077472,0,3,0
120990077481,0,1,0
120990077482,,1,
120990077491,0,0,0
120990077493,0,0,0
120990077501,0,,
120990077502,0,0,0
120990077503,0,0,
120990077511,0,,
120990077512,0,0,0
120990077521,,0,0
120990077522,0,3,1
120990077531,1,1,1
120990077532,,1,0
120990077533,0,0,0
120990077541,,0,
120990077542,,0,0
120990077561,0,3,0
120990077571,,0,
120990077581,,0,0
120990077582,2,,
120990077601,,0,0
120990077631,0,1,0
120990077632,,1,1
120990077641,1,1,0
120990077651,0,0,
120990077652,,0,
120990077653,,1,
120990077654,,1,0
120990077662,,0,
120990077671,,0,
120990077672,0,1,
120990078051,0,0,0
120990078052,,0,
120990078053,0,0,
120990078081,,0,
120990078082,0,3,0
120990078091,0,0,0
120990078092,1,5,0
120990078121,0,2,0
120990078122,0,0,
120990078123,0,4,0
120990078131,0,1,0
120990078132,0,1,0
120990078171,0,0,0
120990078172,,0,
120990078173,2,2,0
120990078174,,1,0
120990078175,0,2,0
120990078181,0,5,0
120990078201,1,0,0
120990078202,0,,
120990078211,0,1,
120990078221,0,0,0
120990078222,0,3,0
120990078223,0,1,
120990078231,,0,
120990078232,1,3,0
120990078281,,1,0
120990078301,,0,
120990078302,0,0,
120990078303,,0,
120990078321,0,0,
120990078322,0,1,
120990078323,,1,0
120990078331,0,2,1
120990078332,0,0,0
120990078352,,0,
120990078361,,0,
120990078362,,2,0
120990078363,,0,
120990078371,0,3,1
120990078372,,1,
120990078373,,2,1
120990078381,,0,
120990078382,0,0,0
120990078383,2,2,1
120990078384,0,2,0
120990078391,,0,0
120990078392,1,2,1
120990078393,0,1,0
120990078394,,1,0
120990079081,,0,0
120990079082,,3,0
120990079083,,0,
120990079092,,2,0
120990079101,0,0,
120990079103,0,4,0
120990079121,2,0,0
120990079122,1,1,
120990080011,0,6,0
120990080012,0,2,0
120990080021,2,10,3
120990080022,4,7,0
120990081011,1,2,0
120990081013,2,6,2
120990082011,1,3,0
120990082012,1,0,
120990082013,0,5,0
120990082014,0,3,1
120990082021,1,2,0
120990082022,0,12,1
120990082031,0,3,0
120990082032,0,,
120990082033,0,6,0
120990083011,0,,
120990083021,1,5,1
120990083022,1,5,0
121010301011,0,0,0
121010301012,,0,
121010301021,1,0,0
121010301023,1,3,1
121010302021,0,1,0
121010302022,,0,
121010302023,,1,1
121010302031,0,1,0
121010302041,0,0,0
121010302051,0,6,0
121010303011,0,1,0
121010303021,0,,
121010303022,4,7,0
121010303032,0,2,1
121010304041,0,0,0
121010304051,0,,
121010304061,0,0,0
121010304062,0,0,0
121010304063,0,1,0
121010304071,0,2,2
121010304082,0,0,
121010304091,,1,0
121010304101,,2,0
121010304102,1,2,2
121010304111,,0,
121010304113,,0,
121010304122,0,1,1
121010305011,1,3,0
121010305012,0,0,0
121010305022,,0,
121010305023,1,2,0
121010306011,0,1,0
121010306012,,2,0
121010306021,1,2,0
121010306022,1,1,0
121010307001,1,0,0
121010307002,0,1,
121010308001,4,2,3
121010308002,0,3,0
121010309011,1,1,0
121010309012,0,4,1
121010309013,0,3,0
121010309031,0,2,1
121010309041,,1,
121010309042,0,0,0
121010309051,0,1,0
121010309052,,0,
121010310031,,0,
121010310032,,1,0
121010310033,1,1,1
121010310051,0,,
121010310072,1,2,1
121010310073,,0,
121010310081,0,0,0
121010310082,3,5,1
121010310091,1,0,
121010310092,,0,
121010310102,0,2,0
121010310111,0,1,0
121010310112,0,2,0
121010310122,0,0,0
121010310123,0,,
121010310131,,1,0
121010310132,1,1,
121010311011,1,1,0
121010311021,,0,
121010311022,0,1,0
121010311023,0,1,0
121010312031,3,1,0
121010312041,,0,
121010312042,0,,
121010312051,0,3,0
121010312053,0,0,0
121010312061,0,1,0
121010312062,0,0,0
121010312072,,1,
121010312081,0,5,0
121010313011,0,2,0
121010313013,0,0,0
121010313021,0,1,0
121010313022,0,2,0
121010313023,,1,0
121010314011,1,3,0
121010314012,0,3,1
121010314014,0,1,0
121010314041,0,3,1
121010314042,0,0,0
121010314051,0,2,0
121010314061,0,1,0
121010314062,0,1,1
121010314063,0,1,0
121010314071,0,1,0
121010314072,0,6,1
121010314081,0,5,0
121010314091,3,2,0
121010314092,1,,
121010315031,0,0,0
121010315032,0,1,0
121010315041,0,1,0
121010315051,0,,
121010315052,,0,
121010315061,1,,
121010315062,0,3,0
121010315071,,1,
121010315073,0,,
121010315081,0,0,0
121010315082,,1,0
121010316011,,1,1
121010316012,,1,0
121010316021,0,3,0
121010316022,,0,0
121010316023,,0,
121010316031,,0,
121010316032,,0,
121010316041,,0,
121010316042,,1,1
121010316043,1,3,1
121010316051,,0,0
121010316052,0,2,0
121010317012,0,1,0
121010317032,,1,
121010317033,,0,0
121010317041,0,2,0
121010317042,,0,0
121010317051,0,0,0
121010317061,0,0,0
121010317062,,0,0
121010317071,1,1,0
121010317082,1,2,0
121010317083,1,1,0
121010318041,0,1,0
121010318044,,0,
121010318051,1,2,0
121010318052,0,1,0
121010318061,1,,
121010318062,2,0,0
121010318071,0,0,0
121010318072,0,0,0
121010318081,0,0,0
121010318091,0,2,0
121010318092,0,2,1
121010319011,0,1,0
121010319022,,0,0
121010319023,,1,0
121010319031,,0,
121010319032,,0,
121010319033,,1,0
121010319034,,1,0
121010320011,0,2,0
121010320013,,0,0
121010320051,0,0,0
121010320052,,0,
121010320061,0,1,0
121010320062,,2,0
121010320063,0,8,3
121010320072,0,0,0
121010320082,0,0,0
121010320091,,0,
121010320092,0,2,1
121010320093,,0,
121010320094,0,1,1
121010320101,,0,0
121010320111,0,1,0
121010320112,,0,
121010320121,0,4,1
121010320122,0,0,0
121010320131,0,1,0
121010320132,0,1,0
121010320133,1,0,0
121010320141,,0,0
121010320142,0,1,0
121010321031,,0,
121010321032,0,3,0
121010321033,,0,
121010321041,0,1,0
121010321042,,0,0
121010321052,0,1,0
121010321061,,3,1
121010321062,,0,
121010321063,,2,0
121010321071,0,3,1
121010321072,,1,
121010321073,0,1,1
121010321081,0,1,0
121010321082,1,2,0
121010321083,,0,
121010321091,1,2,0
121010321101,1,3,0
121010321111,,0,
121010321112,,0,
121010321121,0,1,
121010321131,,2,1
121010322001,0,4,0
121010322002,0,5,1
121010322003,0,1,0
121010323001,0,2,1
121010324011,1,2,1
121010324012,0,1,0
121010324021,1,2,0
121010324023,0,3,0
121010325001,0,4,0
121010325002,1,5,3
121010325003,0,0,0
121010325004,2,0,0
121010325005,0,3,0
121010326011,1,5,1
121010326012,0,7,2
121010326021,0,0,0
121010326022,0,6,1
121010327001,1,2,0
121010327002,0,,
121010327003,0,1,0
121010328011,0,1,0
121010328021,1,1,0
121010328022,0,1,0
121010328031,0,1,0
121010328041,0,1,
121010328042,,0,0
121010329011,,0,0
121010329021,,1,0
121010329031,0,2,0
121010329032,0,0,0
121010329041,0,2,0
121010330051,0,1,0
121010330052,1,3,1
121010330053,0,1,0
121010330054,,0,
121010330061,,1,0
121010330062,0,2,0
121010330072,,0,
121010330081,1,6,2
121010330082,0,1,
121010330083,1,1,0
121010330091,1,0,0
121010330092,1,7,2
121010330093,0,0,0
121010330101,0,0,0
121010330102,,1,0
121010330103,0,1,0
121010330111,1,2,0
121010330121,,0,0
121010330131,0,0,0
121010330133,0,4,0
121010330141,0,1,0
121010330142,0,0,0
121010330143,1,,
121010331011,0,3,1
121010331012,1,4,1
121010331021,0,0,0
121010331022,1,,
121030201011,0,9,0
121030201012,0,3,1
121030201013,,2,0
121030201014,2,1,0
121030201051,1,,
121030201053,0,5,0
121030201062,0,0,0
121030201063,,1,0
121030201064,0,,
121030201082,,1,0
121030202011,1,0,0
121030202012,0,3,1
121030202013,0,3,0
121030202021,0,0,0
121030202022,0,1,0
121030202023,0,0,0
121030202061,0,2,0
121030202071,2,0,
121030202072,0,1,
121030202081,0,1,0
121030202082,0,1,0
121030202091,0,1,1
121030202092,,0,
121030202093,0,1,0
121030202094,1,2,0
121030203011,1,2,0
121030203012,0,1,0
121030203013,,0,0
121030204001,0,1,0
121030204002,0,2,0
121030205001,2,3,1
121030205002,1,1,0
121030205003,0,1,
121030205004,0,0,
121030206001,0,2,0
121030206002,3,0,0
121030206003,0,0,0
121030206004,0,3,2
121030207001,0,0,0
121030207002,0,1,0
121030207003,0,,
121030207004,1,3,1
121030208001,1,3,0
121030208002,,1,
121030208003,0,1,0
121030208004,0,0,0
121030208005,0,1,0
121030208006,2,4,0
121030212001,,2,1
121030212003,1,1,0
121030212004,0,2,0
121030215001,4,9,0
121030215002,2,4,0
121030215003,0,4,1
121030216001,,1,1
121030216002,0,0,0
121030216003,0,4,0
121030218001,0,1,0
121030218002,1,5,2
121030218003,2,3,0
121030218004,0,1,0
121030219001,0,1,0
121030219002,1,,
121030219003,,1,
121030219004,0,4,1
121030219005,0,3,1
121030220002,0,2,0
121030220003,0,0,0
121030220004,2,1,0
121030221001,0,0,0
121030221002,2,8,1
121030221003,0,5,2
121030221004,0,1,0
121030221005,0,0,0
121030222001,0,0,0
121030222002,1,1,0
121030222003,0,1,0
121030222004,0,2,0
121030223011,0,1,0
121030223012,0,3,0
121030223013,0,0,0
121030223021,0,1,0
121030223022,1,2,1
121030223023,0,4,1
121030224014,0,0,0
121030224021,0,1,0
121030224022,0,1,0
121030224024,0,2,0
121030224025,0,0,0
121030225012,5,5,0
121030225013,0,1,
121030225021,0,0,0
121030225023,1,4,0
121030225031,0,0,0
121030225032,0,1,1
121030225033,0,1,1
121030226011,1,1,0
121030226013,0,2,0
121030226021,0,1,0
121030226022,0,0,0
121030226023,1,0,
121030227001,1,2,0
121030227002,0,1,0
121030228011,0,0,0
121030228012,0,1,0
121030228013,2,2,0
121030228021,,0,
121030228023,0,1,0
121030229011,,0,
121030229012,0,1,
121030229021,0,4,0
121030229022,0,0,0
121030230001,1,1,0
121030230002,1,2,1
121030231001,0,2,0
121030231002,0,0,0
121030232001,0,,
121030232002,0,0,0
121030233001,1,3,0
121030233002,,0,
121030233003,0,,
121030234001,2,5,2
121030234002,0,2,1
121030235001,0,1,0
121030235002,0,,
121030235003,0,1,
121030236001,1,1,0
121030236002,0,,
121030236003,1,2,1
121030237003,,0,0
121030238001,0,1,1
121030238002,0,1,1
121030239001,0,1,0
121030239002,,0,
121030240011,0,0,0
121030240012,,0,
121030240023,0,2,0
121030240041,0,2,0
121030240043,,0,
121030240051,0,1,0
121030241001,,0,0
121030241003,0,,
121030241004,1,0,0
121030242001,1,1,
121030242002,,0,
121030242003,0,1,0
121030242004,0,1,0
121030242005,0,2,0
121030243011,,0,
121030243012,,1,0
121030243021,0,,
121030243022,0,1,0
121030243023,1,1,0
121030244031,0,0,0
121030244032,0,1,0
121030244033,0,2,0
121030244063,,0,
121030244081,0,0,0
121030244083,0,1,0
121030244091,1,4,0
121030244101,0,1,0
121030244102,2,2,0
121030244112,0,1,0
121030244113,0,1,0
121030244114,,1,0
121030244121,0,0,0
121030244122,0,,
121030244132,,0,
121030244133,0,1,0
121030245051,2,3,0
121030245052,0,2,1
121030245054,0,,
121030245071,0,1,
121030245072,,0,
121030245081,0,0,
121030245082,,1,0
121030245091,0,1,0
121030245093,0,0,0
121030245101,0,0,0
121030245102,0,1,
121030245112,0,1,0
121030245121,1,,
121030245122,1,4,0
121030245133,1,2,0
121030245141,1,1,0
121030246011,0,1,0
121030246012,,0,0
121030246013,0,5,0
121030246024,0,1,0
121030247013,2,2,1
121030247021,,1,0
121030247023,0,1,0
121030247031,0,2,0
121030248011,1,0,0
121030248012,0,6,2
121030248031,0,5,2
121030248032,1,5,0
121030248041,1,0,0
121030248051,,1,1
121030249011,2,8,0
121030249012,1,0,0
121030249013,0,2,0
121030249021,0,1,0
121030249022,0,1,1
121030249023,0,3,1
121030249024,3,4,1
121030249041,1,3,0
121030249042,0,6,1
121030249051,0,0,
121030249052,1,1,0
121030249053,0,1,0
121030249061,0,0,0
121030249062,1,1,0
121030249063,1,2,0
121030250041,,0,0
121030250043,0,0,0
121030250044,0,,
121030250071,0,1,0
121030250072,0,1,0
121030250073,1,0,
121030250091,,1,0
121030250092,,0,
121030250101,,0,
121030250102,0,,
121030250103,0,,
121030250104,,0,
121030250111,2,1,0
121030250112,0,4,0
121030250121,1,2,0
121030250122,,0,
121030250133,,0,0
121030250141,,0,0
121030250142,,1,
121030250143,0,1,
121030250152,0,0,0
121030250161,,1,0
121030250171,,0,0
121030250172,0,1,
121030250182,0,0,0
121030250183,0,1,
121030250191,,1,1
121030250192,0,2,2
121030251062,1,3,0
121030251072,1,0,0
121030251073,,0,0
121030251082,0,0,
121030251091,0,0,0
121030251092,,0,
121030251093,0,2,0
121030251101,0,0,0
121030251103,0,3,0
121030251104,0,0,0
121030251111,0,0,0
121030251112,2,0,0
121030251113,0,0,
121030251141,0,0,0
121030251142,0,0,
121030251151,,0,
121030251152,0,,
121030251162,0,2,1
121030251191,0,0,0
121030251192,0,3,0
121030251193,0,1,0
121030251203,,0,
121030251211,,1,
121030251212,0,0,0
121030251221,1,,
121030251222,1,1,0
121030251231,,0,
121030251232,,0,0
121030252031,0,0,0
121030252033,0,2,
121030252041,1,2,0
121030252042,1,,
121030252052,0,1,0
121030252053,,1,0
121030252071,1,1,0
121030252072,0,1,0
121030252073,0,1,0
121030252091,0,0,0
121030252092,0,3,2
121030252093,1,1,1
121030253031,0,1,0
121030253033,,0,0
121030253041,,0,0
121030253051,0,1,0
121030253052,0,5,0
121030253061,0,1,0
121030253071,0,0,
121030253072,1,4,0
121030253073,,0,0
121030253082,0,0,0
121030254011,,0,0
121030254012,3,1,0
121030254014,1,0,0
121030254051,0,3,2
121030254052,,1,0
121030254053,,0,
121030254071,0,,
121030254072,,1,
121030254073,,1,1
121030254081,1,4,1
121030254083,0,1,
121030254111,1,1,0
121030254121,0,0,0
121030254122,3,3,1
121030254123,0,3,1
121030254124,0,2,0
121030254132,,1,
121030254133,0,1,
121030254141,,0,
121030254142,0,2,0
121030254151,0,1,0
121030254152,0,1,0
121030254161,,0,
121030254162,0,1,0
121030254171,0,0,0
121030255011,0,1,0
121030255012,0,2,0
121030255013,,0,
121030255031,1,6,0
121030255032,0,,
121030255033,,2,1
121030255051,0,2,0
121030255061,,1,0
121030255062,0,2,0
121030256023,0,1,0
121030256031,2,2,0
121030256032,0,1,
121030256033,1,2,0
121030256041,0,1,0
121030257001,,1,1
121030257002,,1,0
121030258002,2,4,1
121030258003,3,2,0
121030259001,0,0,0
121030259002,0,0,0
121030259003,0,4,2
121030259005,0,6,1
121030259006,1,3,1
121030260013,0,2,0
121030260021,,1,0
121030260022,0,0,0
121030260023,,0,
121030261011,0,2,0
121030261012,1,0,0
121030261013,,1,
121030261022,0,0,0
121030262001,1,3,0
121030262002,0,3,0
121030263001,0,4,0
121030263002,,1,0
121030263003,0,8,2
121030263004,2,3,1
121030263005,0,0,
121030263006,0,0,0
121030264001,1,0,0
121030264002,3,7,2
121030264005,0,0,0
121030265001,,0,
121030265002,,1,
121030265003,0,2,0
121030265006,0,1,0
121030266012,0,1,0
121030266013,,0,
121030266014,0,1,0
121030266021,0,2,0
121030266022,0,1,0
121030267011,0,1,0
121030267012,,1,0
121030267013,0,2,
121030267014,0,1,0
121030267021,0,,
121030267022,0,0,0
121030267023,0,0,0
121030267024,,1,
121030267025,,3,0
121030267031,1,8,1
121030267032,0,0,
121030267033,0,0,0
121030267034,1,3,1
121030267035,1,0,0
121030268041,0,1,1
121030268043,3,3,0
121030268091,0,1,0
121030268092,,1,0
121030268111,0,0,0
121030268112,1,2,0
121030268113,0,1,0
121030268114,,1,0
121030268122,0,0,0
121030268131,0,1,1
121030268132,0,1,0
121030268141,0,1,0
121030268151,0,3,0
121030268152,0,4,1
121030268161,0,0,
121030268162,0,0,0
121030268163,1,2,0
121030268164,0,1,0
121030268165,1,4,0
121030268171,0,1,0
121030268172,0,1,0
121030268173,,1,0
121030268182,1,0,0
121030268191,1,1,0
121030268201,1,1,0
121030268202,0,1,0
121030268203,0,1,
121030268211,,0,0
121030269042,0,0,0
121030269043,0,1,0
121030269071,,0,
121030269072,0,,
121030269073,0,1,0
121030269081,0,1,0
121030269083,0,2,0
121030269084,1,2,0
121030269091,,0,
121030269092,,2,0
121030269093,0,1,1
121030269101,0,0,0
121030269102,1,2,0
121030269103,0,0,0
121030269111,1,1,0
121030269113,0,0,0
121030269121,,1,0
121030269123,0,1,1
121030269124,0,0,0
121030269131,,2,
121030269132,,1,0
121030270001,0,0,1
121030270002,0,1,0
121030270004,0,3,
121030271011,,1,0
121030271013,0,1,0
121030271051,,0,
121030271052,0,2,1
121030272021,,0,0
121030272022,,0,0
121030272023,,0,
121030272041,1,1,
121030272043,0,0,0
121030272051,0,,
121030272052,1,,
121030272053,0,3,1
121030272061,0,1,0
121030272062,1,2,0
121030272063,1,3,0
121030272071,0,3,1
121030272072,0,0,0
121030272073,0,2,0
121030272074,0,,
121030272082,2,5,1
121030272084,,0,0
121030272092,1,1,0
121030272101,0,0,0
121030272102,0,0,0
121030272104,,0,0
121030273081,,1,
121030273082,,3,1
121030273091,1,4,0
121030273101,,0,0
121030273102,0,2,0
121030273104,0,1,0
121030273142,,0,0
121030273151,0,2,1
121030273152,,1,0
121030273153,2,1,
121030273154,,3,1
121030273161,,1,
121030273162,,0,
121030273171,,0,
121030273181,1,0,0
121030273191,0,2,0
121030273201,0,1,0
121030273202,0,0,0
121030273203,,0,
121030273211,0,0,0
121030273221,,1,0
121030273231,1,,
121030273232,,0,
121030273242,0,,
121030273243,2,0,0
121030273252,,0,
121030273261,1,,
121030273262,0,1,0
121030273272,1,0,0
121030274011,1,5,1
121030274012,0,1,0
121030274021,1,3,1
121030274022,0,1,0
121030274023,0,1,0
121030274024,1,0,0
121030274025,0,3,0
121030274031,0,1,0
121030275011,1,,
121030275012,,0,
121030275013,1,1,0
121030275021,0,2,0
121030275022,,1,0
121030276031,1,0,0
121030276032,0,0,0
121030276033,0,1,0
121030276061,0,0,
121030277031,,1,
121030277042,,0,
121030277043,,0,
121030277044,,0,
121030278011,,0,0
121030278012,0,1,1
121030278021,0,0,
121030278022,,1,0
121030279012,0,2,0
121030279013,0,0,0
121030279031,0,1,0
121030280021,0,0,0
121030280022,0,,
121030280023,0,0,0
121030280032,1,,
121030280033,0,2,0
121030280041,1,2,1
121030280042,0,1,0
121030281021,0,,
121030281022,0,2,0
121030281023,0,1,0
121030281042,,0,
121030281043,1,,
121030282001,0,,
121030282002,0,2,0
121030282003,1,1,0
121030283001,0,3,0
121030283002,0,2,0
121030283003,0,1,0
121030283004,,0,
121030284012,,0,
121030285001,0,0,0
121030286001,0,4,1
121030286002,1,1,0
121030286003,,0,
121030287001,0,4,0
121030287002,1,16,1
121050103001,2,11,4
121050103002,2,2,0
121050103003,4,8,2
121050104011,1,5,1
121050104012,1,4,0
121050104021,0,5,1
121050104022,0,2,0
121050104023,0,2,0
121050105011,2,6,1
121050105021,0,3,0
121050105022,0,0,0
121050106011,2,0,0
121050106012,0,1,0
121050106013,0,1,0
121050106031,1,3,1
121050106041,,0,
121050106042,0,2,0
121050107011,0,1,1
121050107012,0,2,1
121050107013,0,1,1
121050107014,,0,1
121050107021,,0,
121050107022,0,1,0
121050108001,1,9,2
121050108002,0,3,2
121050109001,1,2,1
121050109002,1,3,0
121050110001,0,8,0
121050110002,0,0,
121050110003,0,5,2
121050111001,2,0,0
121050111002,0,0,0
121050111003,1,6,1
121050112021,0,5,0
121050112022,3,6,1
121050112023,2,8,0
121050112031,6,11,2
121050112032,0,5,1
121050112041,0,3,0
121050113001,1,0,0
121050113002,3,3,1
121050114001,1,5,0
121050114002,0,5,0
121050115011,1,5,1
121050115012,0,1,1
121050115013,0,3,1
121050115021,1,1,1
121050115022,0,4,1
121050116031,0,1,0
121050116041,0,4,0
121050116042,0,0,1
121050116043,1,,
121050116051,0,2,1
121050116062,0,0,0
121050117041,1,0,0
121050117042,0,2,2
121050117043,2,4,1
121050117211,1,4,0
121050117212,1,0,0
121050117221,0,1,0
121050117222,,1,0
121050117311,0,0,
121050117312,6,6,0
121050117321,0,2,
121050117322,1,5,0
121050118211,1,4,0
121050118212,0,3,0
121050118221,0,1,0
121050118222,0,0,0
121050118321,2,6,1
121050118322,0,0,0
121050118331,0,0,0
121050118332,,0,0
121050118341,0,3,0
121050118342,2,2,0
121050118343,1,2,0
121050118351,,1,0
121050118352,0,,
121050118361,1,5,0
121050118362,0,0,0
121050119011,2,2,0
121050119012,0,3,0
121050119021,0,2,0
121050119022,4,5,1
121050119081,,1,0
121050119082,1,0,0
121050119091,0,2,0
121050119121,0,3,1
121050119131,0,4,2
121050120011,0,5,0
121050120012,2,3,0
121050120022,0,2,0
121050120023,2,1,0
121050120031,0,2,0
121050120033,2,1,
121050120041,0,1,1
121050121111,,0,
121050121113,,2,0
121050121114,0,2,0
121050121131,1,4,1
121050121132,0,0,0
121050121242,0,1,0
121050121251,,1,1
121050121261,,2,0
121050121262,0,1,0
121050121271,2,3,1
121050121273,0,2,0
121050121281,0,8,0
121050121291,1,3,1
121050121292,1,1,0
121050122031,0,5,1
121050122041,0,1,0
121050122042,0,,
121050122043,1,1,0
121050122051,,2,1
121050122061,0,3,3
121050122062,0,1,1
121050122063,0,0,0
121050122064,2,3,0
121050123032,0,0,0
121050123041,0,1,0
121050123042,0,0,0
121050123051,0,1,0
121050123061,0,0,0
121050123072,0,0,0
121050123091,,1,0
121050124031,,1,0
121050124032,,1,0
121050124041,,3,1
121050124051,0,2,0
121050124061,0,2,1
121050124062,0,0,
121050124071,0,3,1
121050124081,0,0,
121050124091,,0,
121050124101,,1,
121050124111,1,0,0
121050125021,0,3,0
121050125022,0,1,0
121050125023,0,1,
121050125031,0,2,0
121050125032,0,0,
121050125041,0,0,0
121050125042,0,8,1
121050125062,,1,1
121050125063,,2,0
121050125071,,0,
121050125072,0,0,0
121050126011,0,8,4
121050126012,0,2,1
121050126021,1,0,0
121050126022,2,10,1
121050126023,0,2,1
121050127001,,2,1
121050127003,6,18,11
121050127004,1,4,1
121050128021,1,3,1
121050128031,,0,
121050128032,,0,0
121050128033,,0,
121050128041,,1,0
121050128042,,1,0
